::ffff:127.0.0.1 - - [04/Apr/2025:08:59:43 +0000] "GET /api/V1/products/products-list HTTP/1.1" 200 - "-" "Thunder Client (https://www.thunderclient.com)"
::1 - - [05/Apr/2025:17:09:05 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:09:06 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 74 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:09:27 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:09:28 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:10:41 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:10:41 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:12:47 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:12:47 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:13:44 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:13:45 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:15:03 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:15:04 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:17:28 +0000] "GET /api/v1/auth/register HTTP/1.1" 404 159 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:18:06 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:18:07 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:18:35 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:18:35 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:20:37 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:20:37 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:21:24 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:21:24 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 74 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:21:29 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:21:30 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:23:57 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:23:57 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:24:21 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:24:22 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:25:03 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:25:04 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:36:58 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:36:58 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 50 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [05/Apr/2025:17:38:06 +0000] "GET /api/v1/auth/register HTTP/1.1" 404 159 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:36:51 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:36:51 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 53 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:38:31 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:38:31 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 56 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:38:49 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:38:49 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 56 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:38:58 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:38:59 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 68 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:39:55 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:39:55 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 56 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:40:02 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:04:40:02 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 56 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Apr/2025:05:58:00 +0000] "POST /api/V1/auth/register HTTP/1.1" 200 30 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [06/Apr/2025:05:59:12 +0000] "POST /api/V1/auth/register HTTP/1.1" 200 76 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [06/Apr/2025:06:00:12 +0000] "POST /api/V1/auth/register HTTP/1.1" 200 53 "-" "Thunder Client (https://www.thunderclient.com)"
::1 - - [06/Apr/2025:17:12:00 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:17:12:01 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 53 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:17:14:42 +0000] "OPTIONS /api/v1/auth/register HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:17:14:42 +0000] "POST /api/v1/auth/register HTTP/1.1" 200 53 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:58:44 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:58:45 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:58:57 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:58:57 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:58:59 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:59:00 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:59:02 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:59:41 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:59:42 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:59:54 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:18:59:54 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:01:45 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:01:45 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:01:48 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:02:02 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:02:03 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 47 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:02:08 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:02:08 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:02:49 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:02:49 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:06:36 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:06:37 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:09:10 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:09:11 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:13:53 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [06/Apr/2025:19:13:53 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [07/Apr/2025:02:04:13 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [07/Apr/2025:02:04:14 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [07/Apr/2025:02:05:12 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [07/Apr/2025:02:05:12 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 126 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [07/Apr/2025:02:35:28 +0000] "OPTIONS /api/v1/auth/login HTTP/1.1" 204 0 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
